CL_name	Type	Site	Histology	Vinblastine	Cisplatin	Cytarabine	Docetaxel___1007	Docetaxel___1819	Gefitinib	Vorinostat	Nilotinib	Olaparib	Axitinib	Afatinib	Palbociclib	5-Fluorouracil	Dasatinib	Paclitaxel	Crizotinib	Rapamycin	Sorafenib	Irinotecan	Oxaliplatin___1089	Oxaliplatin___1806	Erlotinib	Gemcitabine	Bortezomib	Tamoxifen	Fulvestrant___1200	Fulvestrant___1816	Trametinib	Dabrafenib	Temozolomide	Ruxolitinib	Epirubicin	Cyclophosphamide	Lapatinib	Ibrutinib	Zoledronate	Carmustine	Topotecan	Teniposide	Mitoxantrone	Dactinomycin___1811	Dactinomycin___1911	Nelarabine	Vincristine	Venetoclax	Osimertinib	Vinorelbine
907789	leukemia	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	0.0968946094403691	0.18731519254019	0.00404632128139926	0.000301803146273594	0.00029274935688095	0.982177203097751	0.381744250508594	0.83768854286646	0.786922809558312	NA	0.98209671654105	0.875107387070097	0.224154445541553	0.929381441252325	0.00124195943387162	0.933787527625125	0.656322065512177	0.285521972523414	0.635400283000839	0.744243846218517	0.938484847688206	0.449919837702746	0.00129980357231829	0.00327570079378448	0.991570330250665	0.9981638507832	0.998958772734658	0.995178972633997	0.871389626094523	0.83642712699634	0.988635752175805	0.00774543039952524	0.378926766652759	0.677716748399169	0.994649587805698	0.965282283203704	0.929748383428781	0.993051865888755	0.0146860251546117	0.488586167767443	0.820541245194539	0.125628488378	0.873661667895347	0.477433209132893	0.00232466436596623	0.967458693018536	0.00469107875259767
907791	myeloma	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	NA	NA	NA	NA	0.0467350942780571	NA	NA	NA	NA	NA	0.993788387857721	NA	0.624401466719562	NA	NA	0.946880346937617	NA	NA	0.931483473823924	0.95932859847833	0.975664904774651	NA	NA	NA	NA	NA	0.994248304657337	NA	NA	NA	0.984123348495578	NA	NA	NA	0.99663783654317	0.941474716737059	0.936678077942559	0.992117409809944	0.618866217502973	0.956389768918839	0.804828985597635	NA	0.938602104431041	0.893879772476809	NA	NA	NA
907796	solid	lung	carcinoma	0.683135871403675	0.770725673972007	0.133025751205559	0.0864364821255493	0.307568053747364	0.96913523968836	0.701857382171087	0.948385247462252	0.609955931031648	NA	0.964876991824735	0.946832902574776	0.685016262253424	0.708384841166956	0.389389715520218	0.854001519136287	0.864898498582289	0.512680536521326	0.565247823074776	0.834086300251857	0.90971088350447	0.719347415095094	0.0736904078385361	0.48874976242388	0.969131676106162	0.97157657614297	0.981076503033495	0.759661661062961	0.751363054865399	0.592431621821393	0.923664380919925	0.126611882619177	0.631261102635994	0.9243873077887	0.928750488793026	0.924287004866215	0.915876123672842	0.833461687505083	0.225835164448706	0.401356613172697	0.791149988635778	0.396777299043229	0.904717161636125	0.848071123748924	0.666375963091886	0.893736589706505	0.377191523906457
908125	solid	skin	malignant_melanoma	0.853430839145466	0.772121937688768	0.328318801247941	0.0955884929567202	0.472316834148816	0.969605262092393	0.824148411712403	0.935747509911732	0.907184341796393	NA	0.987810773200289	0.986226937164926	0.679661901674764	0.974993498170308	0.239582689694743	0.921502289466623	0.865685767158416	0.535866353097869	0.894352901269092	0.902041175500581	0.912329689762749	0.900071575862992	0.292152316699489	0.180282640826789	0.983883287107425	0.987352347969523	0.9895061498477	0.878791786872397	0.872931073670227	0.901638439440778	0.961458299436892	0.130712747125691	0.726181840290198	0.915707290377232	0.987662467656928	0.946530633991425	0.886274293134353	0.97994187261362	0.426800527336568	0.79898690207816	0.77809209119506	0.438809566721717	0.870816377170146	0.96029286185749	0.799520512959214	0.956547499208322	0.468416681582442
908126	leukemia	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	0.116512774954626	0.237174756254751	0.015487421588565	0.000837988413618485	0.00117142869392606	0.984526417815652	0.657524644032259	0.00367773047566666	0.762251951973882	NA	0.97898381176506	0.986761621897898	0.168628308571172	0.00110990311595738	0.0119252607919482	0.459481950290748	0.919281425023459	0.189619159795161	0.45208865785603	0.663903135617367	0.86100267165364	0.615574132416505	0.000328264761896513	0.0161938270169772	0.993392947951287	0.992612801728621	0.999199092849704	0.743029414706485	0.364846415506949	0.543705354403095	0.950140910545907	0.0137224740263087	0.507104974842318	0.868210449156465	0.910097419283956	0.961112701785836	0.947085923696342	0.973334935088917	0.0190221575701069	0.682328508507166	0.832184025442855	0.0847014044762893	0.931525663082973	0.720378483117778	0.518688559644167	0.957018546331031	0.0120677110638188
908127	solid	soft_tissue	sarcoma	0.291303332918736	0.436068074451576	0.0955152734555795	0.00961439014617527	0.0398273997258888	0.967205461560712	0.771567141396118	0.949126644891949	0.601497018247193	NA	0.981764070357776	0.963786121606323	0.201179522753665	0.970901199602913	0.0422049639838361	0.874332526793807	0.691721046353805	0.35663319836591	0.703304837420786	0.616193027698161	0.79451741607157	0.720355190698887	0.00289413019441209	0.0423455893532928	0.976512050255124	0.982210731397714	0.997201340400745	0.980027656738928	0.938933103938943	0.819358368530146	0.970370813013833	0.0220355061412796	0.514265090501418	0.777135966760036	0.987149758849218	0.946823705758655	0.880463412600418	0.947393546297041	0.134679973015382	0.451087072515579	0.613754423482815	0.131444548886111	0.895909949111533	0.884335106974261	0.619009163708605	0.927255331919091	0.127764462586118
908128	solid	skin	malignant_melanoma	0.699375787802887	0.881838743194543	0.680561717198675	0.0665250603542659	NA	0.972226828346124	0.712564537398202	0.906051181556546	0.871404659189142	NA	0.957207592518858	0.972739496734974	0.72626117192621	0.871701547572063	0.110556483978261	NA	0.905150269229467	0.564618356027264	0.846064749566196	0.874121950892142	NA	0.90694591193874	0.215327782562625	0.139136218146165	0.98242312725111	0.985369044493567	NA	0.843959451006025	0.936515645357101	0.916955398189843	NA	0.214978349532092	0.728437306392356	0.831747316532177	NA	NA	NA	NA	NA	NA	NA	0.60979777063488	NA	NA	0.719851857048137	0.943356560353528	0.213965154068624
908129	solid	endometrium	carcinoma	0.901908860629841	0.865511417875587	0.560927983738952	0.106964859454383	0.26591014171337	0.973319420243844	0.865894614319714	0.953035491307228	0.793334649566326	NA	0.948047586614639	0.977742670271589	0.46609059436013	0.84999154241987	0.170025072085022	0.918197177646381	0.868407464496963	0.544439149075123	0.80119037885696	0.923890361062719	0.944221326053695	0.889851283718856	0.45197450432739	0.0916320299412142	0.981399941895565	0.98570042131469	0.991895145720528	0.988499690748341	0.949376139216313	0.890006268197849	0.948675525343735	0.139751293762641	0.602133459230155	0.799676784455887	0.973909348608759	0.948480689517521	0.931526302475513	0.974960633906887	0.106909562974	0.939994414920321	0.873407533727861	0.416900256619421	0.908058001440312	0.990426499089141	0.682094506580064	0.947977310736152	0.445308804603516
908130	solid	endometrium	carcinoma	0.526345731299177	0.850472856308459	0.605978015291307	0.0903589215921289	0.682346521945407	0.968108275733484	0.875326040381954	0.948420972900638	0.777756515784269	NA	0.962583822180022	0.982090265531966	0.715571252897419	0.954953007828437	0.237346541239009	0.89266559410525	0.931949591507671	0.453948492348248	0.703468718648598	0.89840000184583	0.952911086885097	0.769461341140631	0.282942577711424	0.230296153595412	0.971005316982127	0.979222074663408	0.992499552498235	0.988836689619569	0.902711244227579	0.855487706296569	0.941719497980086	0.234366035780125	0.718101798654972	0.950321519891508	0.989369173564731	0.933470146672136	0.935163944573505	0.996016544588568	0.332102053641836	0.863431846333195	0.847051778826065	0.630684673434051	0.922345585790433	0.988281665102178	0.688657155514921	0.947901457229202	0.321732125153174
908131	solid	bone	osteosarcoma	0.176753640035942	0.323545607185505	0.0730446150647809	0.00457374481363348	0.0133529611274654	0.974000320136258	0.827857603344641	0.953410071317506	0.817199436444831	NA	0.981779927761292	0.973514666308573	0.248779131996949	0.770371270186941	0.0205863347367072	0.858704025624357	0.722297700934682	0.510905242946695	0.498982131627506	0.86509659400778	0.948072152016617	0.808272890123256	0.0092291728128937	0.0292993774318001	0.9882995826292	0.982009274885308	0.997883066460533	0.973807674373894	0.937657491594252	0.747326208161653	0.982194529054751	0.0603666336103393	0.604771964895324	0.826223484229678	0.992383992901444	0.951438237697363	0.929538096797902	0.954682956985245	0.120693843283734	0.694959455804172	0.670502594936257	0.42732785850577	0.920220884487009	0.824504430429486	0.484112320361574	0.980181132235442	0.042478918639167
908132	leukemia	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	0.22956585033438	0.107975321263509	0.00225672663963261	0.00181402777953088	0.00197983234397625	0.984809637398186	0.402097240947629	0.89088159731189	0.286700307160388	NA	0.985282013405484	0.998617291132538	0.152158087699744	0.989772160943849	0.00215603873681336	0.926602139835877	0.881771639250348	0.182727908573429	0.136509050890612	0.148649918749505	0.393806311123451	0.527553781153937	0.000426242698856161	0.0064386788277967	0.987157803527318	0.996318865414652	0.998915954734768	0.997502054417071	0.879266853694538	0.693824793194741	0.99119477168161	0.0022645934484844	0.423720453006577	0.795440300004847	0.998470038107193	0.880710097004556	0.864830352420654	0.700899239705537	0.00337159434002987	0.0249246198383671	0.369923402777209	0.0402965303983639	0.911873280803083	0.496126371751043	0.000305589196894829	0.970954390758558	0.00701772118505195
908136	leukemia	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	0.0453893442816961	0.473785523982484	0.00449588156760672	0.000231023408096998	0.00101186196001846	0.990595839105622	0.615497181296099	0.873901203512135	0.393575580780454	NA	0.999091358295178	0.980533940844474	0.060591510747567	0.977829532714644	0.00069005025203972	0.862822695476205	0.820714214986328	0.177521725444151	0.476267902453279	0.63789849705175	0.883798718454622	0.821929049618825	0.00154893301664183	0.0153870734809711	0.990902749218161	0.998842106269951	0.999828042475179	0.998652650424828	0.8889666897594	0.76690487472128	0.991628173814823	0.00211124121702533	0.420264389875678	0.673730698528498	0.991878116147903	0.971463402601562	0.903843020905993	0.993608763521318	0.0366373442104844	0.207824079705834	0.479245724586914	0.0320214578148736	0.947770749388552	0.627617549087907	0.714086452890061	0.987974130652215	0.0045211487222061
908138	solid	stomach	carcinoma	0.665525727875981	0.642128578694889	0.590351286963948	0.0321068185171887	0.0526230646413816	0.91444945410762	0.747105149490261	0.934117376434752	0.862162604406107	NA	0.930979524665141	0.956246350747109	0.572417874577587	0.659763395724903	0.127086745321632	0.849832178544919	0.868373832726786	0.735007163029604	0.766271713268803	0.738081819310404	0.859339658975629	0.643027108388727	0.0820010183223663	0.0992811246441665	0.969284805011629	0.976796655051014	0.988491634630885	0.972343758920137	0.890124796638003	0.765937285983388	0.948128258794072	0.0604661257023031	0.674831383309282	0.629935394650306	0.965897485239904	0.934766886721193	0.811330070118278	0.956730236027953	0.0671979191948568	0.546732185580933	0.723430267336598	0.596700705811029	0.893254505677938	0.83218255229874	0.728617112423311	0.900586621663884	0.227067166240048
908139	solid	stomach	carcinoma	0.2688991497809	0.850578360276845	0.520250117545247	0.0276906445025483	0.141407760529054	0.943294930452961	0.766076965488988	0.918570773190531	0.895044901809327	NA	0.955649995807712	0.955875699881993	0.259796818373369	0.796003932107431	0.082480392442704	0.840717867433232	0.89478209135526	0.530106916717574	0.810748821743719	0.860162459934567	0.925642939402952	0.806679363496645	0.325202443480891	0.142365034939206	0.972063786170852	0.98503346647346	0.981237734637205	0.873896930263782	0.805667298650852	0.87501260657846	0.952757647875223	0.143548345652706	0.579043911428706	0.687854865971496	0.986185350391733	0.94258489827561	0.865511816074681	0.981360523747254	0.499204396428587	0.887260370133242	0.865557418889421	0.404308935106321	0.917435765471833	0.97033091871496	0.703501997492027	0.930837096241726	0.139539115702702
